gid	n_B73	n_Mo17	n_ambiguous
Zm00001d041777	6	5	0
Zm00001d041780	20	17	0
Zm00001d041781	1	7	0
Zm00001d041784	15	4	0
Zm00001d041785	126	163	2
Zm00001d041787	4	2	0
Zm00001d041789	118	78	0
Zm00001d041790	24	11	0
Zm00001d041792	32	2	0
Zm00001d041793	98	96	1
Zm00001d041794	0	47	0
Zm00001d041800	5	48	3
Zm00001d041801	10	14	1
Zm00001d041803	9	7	0
Zm00001d041847	24	26	2
Zm00001d041857	4	3	0
Zm00001d041870	3	3	0
Zm00001d041871	203	173	3
Zm00001d041877	36	8	0
Zm00001d041880	8	13	0
Zm00001d041882	381	358	11
Zm00001d041883	65	57	0
Zm00001d041884	2	0	0
Zm00001d041889	2	13	0
Zm00001d041900	6	15	0
Zm00001d041910	1	1	0
Zm00001d041911	318	298	8
Zm00001d041912	7	2	0
Zm00001d041913	1	0	0
Zm00001d041914	0	2	0
Zm00001d041917	302	245	10
Zm00001d041918	142	74	1
Zm00001d041919	0	1	0
Zm00001d041920	94	97	2
Zm00001d041921	0	1	0
Zm00001d041923	98	72	0
Zm00001d041925	1	0	0
Zm00001d041926	104	66	0
Zm00001d041927	75	46	1
Zm00001d041932	1	2	0
Zm00001d041938	0	2	0
Zm00001d041940	41	44	0
Zm00001d041941	10	1	0
Zm00001d041945	1211	585	11
Zm00001d041947	66	39	1
Zm00001d041949	2	1	0
Zm00001d041951	0	2	0
Zm00001d041953	2	0	0
Zm00001d041954	45	29	0
Zm00001d041955	1	0	0
Zm00001d041956	2	0	0
Zm00001d041959	1	0	0
Zm00001d041961	88	33	0
Zm00001d041962	6	73	1
Zm00001d041963	263	195	1
Zm00001d041964	1	5	0
Zm00001d041965	499	824	12
Zm00001d041966	0	0	1
Zm00001d041968	0	3	0
Zm00001d041969	190	186	6
Zm00001d041972	213	44	2
Zm00001d041973	109	138	2
Zm00001d041979	150	78	1
Zm00001d041982	2	7	1
Zm00001d041983	379	310	12
Zm00001d041989	13	23	0
Zm00001d041990	9	7	0
Zm00001d041991	138	211	1
Zm00001d041993	320	284	8
Zm00001d041994	26	24	1
Zm00001d041995	23	27	0
Zm00001d041996	81	74	5
Zm00001d041997	1	9	0
Zm00001d041998	16	18	0
Zm00001d042008	42	13	0
Zm00001d042013	0	1	0
Zm00001d042014	1	37	0
Zm00001d042016	11	2	1
Zm00001d042017	178	253	11
Zm00001d042018	156	156	4
Zm00001d042019	0	11	0
Zm00001d042022	76	34	1
Zm00001d042023	3	3	0
Zm00001d042024	2	0	0
Zm00001d042025	461	505	20
Zm00001d042026	3868	1946	21
Zm00001d042027	9	45	0
Zm00001d042028	186	188	4
Zm00001d042029	8	11	0
Zm00001d042042	21	8	0
Zm00001d042043	199	151	2
Zm00001d042045	14	12	0
Zm00001d042049	9775	7335	155
Zm00001d042050	29480	27342	215
Zm00001d042051	16	14	0
Zm00001d042052	151	161	3
Zm00001d042054	6	14	0
Zm00001d042055	76	258	4
Zm00001d042056	2	1	0
Zm00001d042057	7	3	0
Zm00001d042058	345	282	2
Zm00001d042059	739	562	28
Zm00001d042060	0	10	0
Zm00001d042061	67	36	0
Zm00001d042064	365	0	0
Zm00001d042066	1818	1784	36
Zm00001d042074	115	116	2
Zm00001d042078	37	61	0
Zm00001d042080	34	39	2
Zm00001d042082	13	67	0
Zm00001d042084	63	35	0
Zm00001d042087	27	15	0
Zm00001d042088	21	23	1
Zm00001d042090	2	8	0
Zm00001d042091	72	68	1
Zm00001d042092	338	2	5
Zm00001d042093	42	11	2
Zm00001d042094	1	4	1
Zm00001d042095	56	47	0
Zm00001d042096	54	49	1
Zm00001d042097	4	0	0
Zm00001d042099	0	4	1
Zm00001d042100	0	1	0
Zm00001d042101	0	1	0
Zm00001d042102	593	81	4
Zm00001d042104	231	166	3
Zm00001d042105	2	0	0
Zm00001d042106	4	1	0
Zm00001d042107	329	341	4
Zm00001d042110	4	2	5
Zm00001d042111	0	10	0
Zm00001d042116	3	1	0
Zm00001d042125	11	1	0
Zm00001d042127	28	21	0
Zm00001d042128	32	23	0
Zm00001d042130	3	0	0
Zm00001d042131	0	1	0
Zm00001d042133	229	242	2
Zm00001d042134	0	2	0
Zm00001d042135	8	143	2
Zm00001d042136	134	110	1
Zm00001d042137	25	20	1
Zm00001d042141	0	1	0
Zm00001d042142	13	11	0
Zm00001d042143	25	29	1
Zm00001d042144	294	100	6
Zm00001d042146	4	8	0
Zm00001d042152	0	1	0
Zm00001d042166	6	0	0
Zm00001d042175	6	164	4
Zm00001d042178	167	5	1
Zm00001d042182	1	0	0
Zm00001d042216	608	408	15
Zm00001d042217	17	2	0
Zm00001d042225	290	90	1
Zm00001d042228	32	0	6
Zm00001d042233	52	64	2
Zm00001d042234	61	66	1
Zm00001d042239	1	2	0
Zm00001d042241	7	15	1
Zm00001d042243	1	0	0
Zm00001d042244	1	1	0
Zm00001d042277	0	3	0
Zm00001d042282	65	154	1
Zm00001d042283	14	12	0
Zm00001d042284	31	33	0
Zm00001d042285	42	28	1
Zm00001d042286	1	1	0
Zm00001d042287	17	10	0
Zm00001d042288	105	128	2
Zm00001d042289	1340	1463	14
Zm00001d042291	99	53	0
Zm00001d042293	20	7	0
Zm00001d042302	6	4	0
Zm00001d042303	156	110	2
Zm00001d042305	23	17	0
Zm00001d042307	4	7	0
Zm00001d042312	333	253	8
Zm00001d042313	35	22	1
Zm00001d042314	321	260	4
Zm00001d042319	0	1	0
Zm00001d042320	0	11	0
Zm00001d042323	0	1	0
Zm00001d042327	0	1	0
Zm00001d042335	15	13	0
Zm00001d042337	0	1	0
Zm00001d042338	160	175	2
Zm00001d042340	376	316	7
Zm00001d042341	81	153	3
Zm00001d042342	0	1	0
Zm00001d042343	38	56	0
Zm00001d042344	6484	6625	174
Zm00001d042345	188	114	3
Zm00001d042346	286	228	2
Zm00001d042347	1031	538	8
Zm00001d042349	477	154	3
Zm00001d042350	201	328	1
Zm00001d042353	31	820	43
Zm00001d042355	169	171	8
Zm00001d042357	15	4	0
Zm00001d042359	3	2	0
Zm00001d042373	34	40	0
Zm00001d042376	2	0	0
Zm00001d042380	2	4	0
Zm00001d042382	1	0	0
Zm00001d042442	1	0	0
Zm00001d042447	0	1	0
Zm00001d042450	71	72	2
Zm00001d042451	78	74	1
Zm00001d042455	536	619	7
Zm00001d042460	64	78	1
Zm00001d042461	62	76	1
Zm00001d042464	3	2	0
Zm00001d042468	50	18	0
Zm00001d042469	86	46	1
Zm00001d042470	389	240	3
Zm00001d042471	0	474	5
Zm00001d042472	1	1	0
Zm00001d042473	938	438	15
Zm00001d042474	13	22	0
Zm00001d042475	90	64	0
Zm00001d042476	3	7	0
Zm00001d042478	52	89	3
Zm00001d042479	14	52	0
Zm00001d042480	24	30	0
Zm00001d042481	2522	1980	18
Zm00001d042482	232	234	7
Zm00001d042486	1	0	0
Zm00001d042487	4	4	0
Zm00001d042490	3	3	0
Zm00001d042493	1	0	0
Zm00001d042494	1415	1245	30
Zm00001d042498	0	8	0
Zm00001d042499	33	26	1
Zm00001d042500	75	26	1
Zm00001d042503	251	238	3
Zm00001d042504	12	2	0
Zm00001d042505	348	242	4
Zm00001d042506	196	427	11
Zm00001d042507	17	8	1
Zm00001d042508	3	4	0
Zm00001d042510	33	13	1
Zm00001d042511	5	12	0
Zm00001d042512	486	579	14
Zm00001d042514	0	15	0
Zm00001d042519	53	11	0
Zm00001d042520	86	83	4
Zm00001d042523	65	75	3
Zm00001d042525	393	413	8
Zm00001d042526	1580	1741	13
Zm00001d042528	3	83	2
Zm00001d042530	1267	1483	20
Zm00001d042533	635	441	4
Zm00001d042534	39	47	2
Zm00001d042535	121	81	0
Zm00001d042536	179	58	1
Zm00001d042567	120	106	0
Zm00001d042569	84	75	2
Zm00001d042572	2	0	0
Zm00001d042575	5	3	1
Zm00001d042580	7	5	0
Zm00001d042582	7	17	0
Zm00001d042583	20	14	0
Zm00001d042584	9	11	1
Zm00001d042585	537	615	13
Zm00001d042588	4	1	0
Zm00001d042589	191	283	13
Zm00001d042594	0	7	0
Zm00001d042596	1047	597	9
Zm00001d042598	17	22	0
Zm00001d042600	248	273	15
Zm00001d042601	1422	1378	19
Zm00001d042602	2	1	0
Zm00001d042603	93	83	1
Zm00001d042608	3	3	0
Zm00001d042609	532	441	2
Zm00001d042611	2	1	0
Zm00001d042613	7	2	0
Zm00001d042615	0	1	0
Zm00001d042618	2	5	0
Zm00001d042619	2	0	0
Zm00001d042620	495	346	1
Zm00001d042621	23	16	0
Zm00001d042624	28	35	0
Zm00001d042625	32	15	1
Zm00001d042626	79	84	4
Zm00001d042627	530	596	18
Zm00001d042632	36	50	1
Zm00001d042633	2	1	0
Zm00001d042634	53	18	1
Zm00001d042636	5	5	0
Zm00001d042637	22	26	0
Zm00001d042639	17	4	0
Zm00001d042641	4	4	0
Zm00001d042642	4	19	0
Zm00001d042643	22	25	0
Zm00001d042644	0	0	1
Zm00001d042653	7	10	1
Zm00001d042654	12	7	0
Zm00001d042655	3	0	0
Zm00001d042661	184	200	9
Zm00001d042662	6	6	0
Zm00001d042663	6	8	0
Zm00001d042664	6	32	0
Zm00001d042667	162	238	4
Zm00001d042669	95	57	2
Zm00001d042670	232	195	6
Zm00001d042673	626	454	3
Zm00001d042676	147	107	3
Zm00001d042683	14	7	0
Zm00001d042684	1	0	0
Zm00001d042685	103	93	2
Zm00001d042686	409	329	7
Zm00001d042690	432	366	2
Zm00001d042691	0	1	0
Zm00001d042692	0	2	0
Zm00001d042694	1	0	0
Zm00001d042695	54	41	0
Zm00001d042697	19478	20222	398
Zm00001d042699	4	4	0
Zm00001d042717	18	21	0
Zm00001d042721	1	1	0
Zm00001d042724	219	166	11
Zm00001d042725	84	45	1
Zm00001d042726	127	128	1
Zm00001d042727	5935	4221	54
Zm00001d042729	130	175	3
Zm00001d042730	7	7	0
Zm00001d042731	50	39	1
Zm00001d042732	0	2	0
Zm00001d042733	1	0	0
Zm00001d042734	5	0	0
Zm00001d042738	1	3	0
Zm00001d042739	1	0	0
Zm00001d042740	14	33	0
Zm00001d042746	46	543	9
Zm00001d042747	14	14	0
Zm00001d042750	1	1	0
Zm00001d042755	8	5	0
Zm00001d042756	1	0	0
Zm00001d042765	4	2	0
Zm00001d042766	2	0	0
Zm00001d042767	46	88	1
Zm00001d042768	1	5	0
Zm00001d042772	44	60	1
Zm00001d042774	10	7	0
Zm00001d042776	0	2	0
Zm00001d042777	7	8	0
Zm00001d042778	64	74	0
Zm00001d042779	1	1	0
Zm00001d042780	0	5	0
Zm00001d042786	449	398	8
Zm00001d042787	40	53	1
Zm00001d042792	147	145	5
Zm00001d042793	74	50	0
Zm00001d042794	459	100	1
Zm00001d042795	401	353	26
Zm00001d042796	184	89	2
Zm00001d042799	110	84	0
Zm00001d042800	16	3	0
Zm00001d042801	91	116	2
Zm00001d042802	3	10	0
Zm00001d042804	89	150	1
Zm00001d042807	33	20	0
Zm00001d042809	189	114	0
Zm00001d042810	5	14	1
Zm00001d042811	33	17	0
Zm00001d042812	1656	807	16
Zm00001d042813	89	77	0
Zm00001d042820	24	15	0
Zm00001d042826	39	62	1
Zm00001d042827	76	0	0
Zm00001d042828	8	2	0
Zm00001d042830	127	81	0
Zm00001d042833	183	149	0
Zm00001d042840	7540	6638	63
Zm00001d042841	30	29	1
Zm00001d042842	622	562	15
Zm00001d042848	11	16	0
Zm00001d042850	15	4	1
Zm00001d042851	34	30	0
Zm00001d042853	717	515	10
Zm00001d042856	5	1	0
Zm00001d042857	7	0	0
Zm00001d042861	1	0	0
Zm00001d042862	23	17	0
Zm00001d042864	70	47	2
Zm00001d042867	1060	206	7
Zm00001d042868	82	163	4
Zm00001d042869	495	561	14
Zm00001d042872	12	10	0
Zm00001d042874	381	260	6
Zm00001d042875	2	0	0
Zm00001d042879	222	167	0
Zm00001d042880	528	426	5
Zm00001d042883	79	140	3
Zm00001d042884	256	244	6
Zm00001d042885	266	174	5
Zm00001d042886	149	117	5
Zm00001d042887	4	1	0
Zm00001d042888	1	13	0
Zm00001d042898	1	1	0
Zm00001d042899	15	26	0
Zm00001d042906	0	1	0
Zm00001d042907	416	344	10
Zm00001d042908	65	54	1
Zm00001d042909	17	43	2
Zm00001d042910	248	74	3
Zm00001d042914	2	0	0
Zm00001d042916	16	10	0
Zm00001d042918	0	1	0
Zm00001d042920	0	2	0
Zm00001d042922	1	0	0
Zm00001d042931	2	1	0
Zm00001d042935	5	3	0
Zm00001d042938	99	79	1
Zm00001d042939	192	313	8
Zm00001d042940	200	52	1
Zm00001d042943	73	104	3
Zm00001d042950	5	3	0
Zm00001d042953	5	0	1
Zm00001d042954	108	130	5
Zm00001d042955	25	9	1
Zm00001d042958	41	31	1
Zm00001d042960	5	5	0
Zm00001d042961	5	3	0
Zm00001d042962	3	0	0
Zm00001d042965	33	22	0
Zm00001d042966	3	2	0
Zm00001d042967	1	0	0
Zm00001d042973	107	123	4
Zm00001d042974	47	9	0
Zm00001d042993	14	5	0
Zm00001d042996	58	66	1
Zm00001d042997	95	35	2
Zm00001d042998	1434	1462	5
Zm00001d043009	49	89	0
Zm00001d043015	36	31	1
Zm00001d043018	1	2	0
Zm00001d043019	18	17	0
Zm00001d043022	228	239	11
Zm00001d043023	112	75	0
Zm00001d043024	1	0	0
Zm00001d043025	8	11	1
Zm00001d043026	4	12	0
Zm00001d043029	11	4	0
Zm00001d043031	21	6	1
Zm00001d043037	18	0	0
Zm00001d043043	3	15	0
Zm00001d043045	1878	1208	43
Zm00001d043047	20	13	0
Zm00001d043049	6	0	0
Zm00001d043050	5	1	0
Zm00001d043052	237	222	2
Zm00001d043053	0	1	0
Zm00001d043056	58	49	1
Zm00001d043058	2	0	0
Zm00001d043059	678	614	10
Zm00001d043062	11	38	0
Zm00001d043067	14	13	0
Zm00001d043068	0	2	0
Zm00001d043069	19	21	0
Zm00001d043070	1428	1313	31
Zm00001d043071	1	1	0
Zm00001d043074	49	18	0
Zm00001d043075	266	46	1
Zm00001d043076	48	19	1
Zm00001d043080	6	3	0
Zm00001d043081	6	0	0
Zm00001d043082	16	11	1
Zm00001d043083	51	55	0
Zm00001d043087	78	19	1
Zm00001d043088	98	32	1
Zm00001d043089	1	0	1
Zm00001d043093	7	4	0
Zm00001d043094	1	2	0
Zm00001d043096	540	479	10
Zm00001d043097	11	23	0
Zm00001d043101	1	0	0
Zm00001d043102	74	51	2
Zm00001d043103	0	1	0
Zm00001d043104	283	187	1
Zm00001d043105	1	0	0
Zm00001d043107	2	0	0
Zm00001d043108	18	16	0
Zm00001d043109	430	411	4
Zm00001d043110	1458	1290	19
Zm00001d043112	15	24	0
Zm00001d043113	84	62	2
Zm00001d043116	1	4	0
Zm00001d043117	87	103	0
Zm00001d043118	10	6	1
Zm00001d043119	6	19	0
Zm00001d043124	0	1	0
Zm00001d043125	186	214	4
Zm00001d043126	11	25	1
Zm00001d043128	1	0	0
Zm00001d043129	94	105	0
Zm00001d043131	7	5	0
Zm00001d043134	25	15	0
Zm00001d043135	104	100	1
Zm00001d043136	3	2	0
Zm00001d043137	10	55	2
Zm00001d043141	1	1	0
Zm00001d043143	1	3	0
Zm00001d043144	412	216	6
Zm00001d043145	0	2	0
Zm00001d043146	132	91	1
Zm00001d043147	292	160	4
Zm00001d043149	310	206	4
Zm00001d043151	1	0	0
Zm00001d043156	13	15	0
Zm00001d043157	29	32	3
Zm00001d043158	0	7	0
Zm00001d043160	97	160	1
Zm00001d043166	6	6	0
Zm00001d043167	73	70	0
Zm00001d043168	2762	2193	61
Zm00001d043170	1590	1605	18
Zm00001d043171	11	0	0
Zm00001d043174	461	157	2
Zm00001d043175	1366	913	20
Zm00001d043178	21	6	0
Zm00001d043181	7	6	1
Zm00001d043182	492	629	15
Zm00001d043188	0	2	0
Zm00001d043190	0	3	0
Zm00001d043191	99	297	3
Zm00001d043193	102	27	0
Zm00001d043195	60	50	2
Zm00001d043198	1	0	0
Zm00001d043200	8	10	0
Zm00001d043201	5	4	0
Zm00001d043205	6	11	0
Zm00001d043207	15	12	0
Zm00001d043209	0	2	0
Zm00001d043211	1	0	0
Zm00001d043217	359	293	5
Zm00001d043218	26	10	0
Zm00001d043220	3	0	0
Zm00001d043221	6	8	0
Zm00001d043223	56	64	1
Zm00001d043224	41	30	0
Zm00001d043229	80	38	0
Zm00001d043230	24	17	0
Zm00001d043231	0	1	0
Zm00001d043233	66	43	0
Zm00001d043234	110	83	2
Zm00001d043238	7	8	0
Zm00001d043239	433	407	3
Zm00001d043240	427	270	3
Zm00001d043243	8	0	0
Zm00001d043244	0	1	0
Zm00001d043248	181	129	1
Zm00001d043249	83	86	1
Zm00001d043252	9	4	0
Zm00001d043253	47	41	0
Zm00001d043254	38	4	0
Zm00001d043257	2	17	1
Zm00001d043258	0	2	0
Zm00001d043259	57	26	1
Zm00001d043261	5	7	0
Zm00001d043263	45	79	0
Zm00001d043264	5	0	0
Zm00001d043266	3	2	1
Zm00001d043267	28	42	2
Zm00001d043268	0	3	0
Zm00001d043269	97	79	1
Zm00001d043270	15	5	0
Zm00001d043271	1	2	0
Zm00001d043272	354	229	4
Zm00001d043273	2	2	0
Zm00001d043274	351	248	2
Zm00001d043275	251	249	1
Zm00001d043278	3	4	1
Zm00001d043287	12	4	1
Zm00001d043288	48	49	1
Zm00001d043289	0	19	0
Zm00001d043291	35	84	4
Zm00001d043292	32	25	0
Zm00001d043293	50	9	0
Zm00001d043294	39	30	0
Zm00001d043295	4	0	0
Zm00001d043296	1183	1372	28
Zm00001d043298	390	6	0
Zm00001d043299	26217	18727	109
Zm00001d043301	9	19	0
Zm00001d043302	35	43	0
Zm00001d043303	80	79	1
Zm00001d043305	2	1	0
Zm00001d043307	0	1	0
Zm00001d043314	49	59	0
Zm00001d043320	42	51	0
Zm00001d043323	2	3	0
Zm00001d043324	31	19	0
Zm00001d043325	54	77	0
Zm00001d043327	3	14	0
Zm00001d043328	54	79	2
Zm00001d043329	26	30	0
Zm00001d043330	3	2	0
Zm00001d043335	666	636	8
Zm00001d043336	37	6	0
Zm00001d043337	18	5	0
Zm00001d043338	2	0	0
Zm00001d043339	40	20	0
Zm00001d043340	0	2	0
Zm00001d043341	0	6	0
Zm00001d043347	417	271	4
Zm00001d043348	187	96	6
Zm00001d043374	159	36	0
Zm00001d043375	1	0	0
Zm00001d043376	21	20	1
Zm00001d043379	1	90	3
Zm00001d043380	732	297	17
Zm00001d043382	184	211	6
Zm00001d043384	17	0	0
Zm00001d043386	23	22	1
Zm00001d043387	159	219	4
Zm00001d043389	95	131	0
Zm00001d043390	3	2	0
Zm00001d043392	34	31	0
Zm00001d043395	53	40	2
Zm00001d043404	105	122	4
Zm00001d043405	409	254	8
Zm00001d043410	1	12	1
Zm00001d043411	1	0	0
Zm00001d043414	6	16	0
Zm00001d043418	1093	54	6
Zm00001d043419	1	0	0
Zm00001d043422	30	38	0
Zm00001d043423	6	2	0
Zm00001d043425	123	85	0
Zm00001d043428	15	5	0
Zm00001d043429	8	4	0
Zm00001d043430	1	0	0
Zm00001d043431	18	11	0
Zm00001d043432	22	13	0
Zm00001d043434	59	68	0
Zm00001d043439	9	8	0
Zm00001d043441	2	6	0
Zm00001d043443	1	10	0
Zm00001d043444	64	76	3
Zm00001d043445	33	6	0
Zm00001d043446	4	4	0
Zm00001d043449	126	212	3
Zm00001d043450	64	62	0
Zm00001d043451	0	2	0
Zm00001d043452	237	263	1
Zm00001d043454	16	1	0
Zm00001d043456	1	1	0
Zm00001d043458	2	1	0
Zm00001d043459	68	52	0
Zm00001d043462	10	4	0
Zm00001d043465	1032	866	23
Zm00001d043466	1	0	0
Zm00001d043467	1	0	0
Zm00001d043468	9	0	0
Zm00001d043469	62	26	0
Zm00001d043473	1	2	0
Zm00001d043474	21	32	1
Zm00001d043477	1	1	0
Zm00001d043479	101	98	2
Zm00001d043480	4	3	0
Zm00001d043483	129	67	0
Zm00001d043484	196	0	0
Zm00001d043485	84	0	0
Zm00001d043490	5	0	0
Zm00001d043491	6	5	0
Zm00001d043492	42	34	0
Zm00001d043494	67	41	1
Zm00001d043497	173	247	2
Zm00001d043500	99	47	0
Zm00001d043502	63	37	0
Zm00001d043504	0	2	0
Zm00001d043505	199	251	6
Zm00001d043506	15	9	0
Zm00001d043508	157	235	6
Zm00001d043510	0	3	0
Zm00001d043511	97	84	1
Zm00001d043512	13	32	1
Zm00001d043514	639	334	10
Zm00001d043515	77	20	0
Zm00001d043516	4	155	0
Zm00001d043517	68	51	2
Zm00001d043519	182	82	0
Zm00001d043520	0	5	0
Zm00001d043523	1	55	0
Zm00001d043524	130	143	1
Zm00001d043525	111	87	1
Zm00001d043526	49	71	1
Zm00001d043527	7	16	0
Zm00001d043528	10	72	2
Zm00001d043529	8	8	0
Zm00001d043534	1152	1480	39
Zm00001d043536	4	3	0
Zm00001d043538	60	17	0
Zm00001d043539	89	72	0
Zm00001d043540	24	2	0
Zm00001d043543	68	59	1
Zm00001d043544	20	0	0
Zm00001d043547	14	2	0
Zm00001d043548	594	530	2
Zm00001d043549	2	2	0
Zm00001d043550	0	1	0
Zm00001d043551	1	2	0
Zm00001d043555	3	0	0
Zm00001d043560	48	31	1
Zm00001d043563	58	35	1
Zm00001d043565	80	82	0
Zm00001d043566	0	1	0
Zm00001d043569	39	12	0
Zm00001d043571	9	234	6
Zm00001d043573	256	235	5
Zm00001d043574	4	1	0
Zm00001d043578	0	2	0
Zm00001d043580	10	5	0
Zm00001d043581	1	26	0
Zm00001d043587	3	0	0
Zm00001d043589	3	0	0
Zm00001d043592	1878	1415	26
Zm00001d043595	6	1	0
Zm00001d043596	1	3	0
Zm00001d043598	1	2	0
Zm00001d043599	219	130	3
Zm00001d043600	29	35	1
Zm00001d043601	1727	1932	18
Zm00001d043606	276	115	3
Zm00001d043607	23	19	0
Zm00001d043609	56	68	1
Zm00001d043610	31	41	1
Zm00001d043613	1654	1226	17
Zm00001d043614	389	227	2
Zm00001d043615	30	17	0
Zm00001d043618	1	0	0
Zm00001d043619	80	64	0
Zm00001d043620	122	114	1
Zm00001d043621	9	3	0
Zm00001d043625	59	9	0
Zm00001d043628	0	2	0
Zm00001d043632	60	82	0
Zm00001d043634	20	19	0
Zm00001d043649	35	0	0
Zm00001d043650	4	10	0
Zm00001d043652	40	17	4
Zm00001d043653	3706	554	22
Zm00001d043654	10	0	0
Zm00001d043655	5	10	0
Zm00001d043667	8	14	0
Zm00001d043673	0	4	0
Zm00001d043674	213	210	10
Zm00001d043675	32	23	0
Zm00001d043680	583	299	6
Zm00001d043681	8	4	0
Zm00001d043682	4	4	0
Zm00001d043684	41	37	0
Zm00001d043686	17	16	0
Zm00001d043692	8	12	0
Zm00001d043693	951	1113	22
Zm00001d043694	196	68	2
Zm00001d043695	53	68	1
Zm00001d043696	79	214	3
Zm00001d043699	0	2	0
Zm00001d043700	302	214	3
Zm00001d043701	0	1	0
Zm00001d043702	1	0	0
Zm00001d043703	305	380	8
Zm00001d043704	0	1	0
Zm00001d043705	14	0	0
Zm00001d043706	0	1	0
Zm00001d043707	658	272	5
Zm00001d043708	168	27	0
Zm00001d043709	1	0	0
Zm00001d043724	69	77	4
Zm00001d043728	2	1	0
Zm00001d043730	2	1	0
Zm00001d043733	36	6	0
Zm00001d043734	16	21	0
Zm00001d043735	370	288	5
Zm00001d043736	120	98	0
Zm00001d043737	1	0	0
Zm00001d043738	1	0	0
Zm00001d043741	14	25	1
Zm00001d043742	6	1	0
Zm00001d043743	21	14	0
Zm00001d043752	9	33	1
Zm00001d043757	208	175	4
Zm00001d043762	6	4	0
Zm00001d043766	1	1	0
Zm00001d043767	148	102	3
Zm00001d043768	48	55	0
Zm00001d043771	109	180	4
Zm00001d043773	3	4	0
Zm00001d043775	134	138	2
Zm00001d043776	75	79	1
Zm00001d043778	81	86	1
Zm00001d043779	387	273	4
Zm00001d043780	789	653	9
Zm00001d043781	4	1	0
Zm00001d043782	192	178	4
Zm00001d043801	5	5	0
Zm00001d043845	36	33	0
Zm00001d043849	8	4	0
Zm00001d043850	135	232	6
Zm00001d043851	6	20	0
Zm00001d043854	26	30	0
Zm00001d043855	413	349	13
Zm00001d043857	14	28	2
Zm00001d043858	3	4	0
Zm00001d043860	191	337	6
Zm00001d043861	250	277	2
Zm00001d043862	23	1	0
Zm00001d043863	60	133	4
Zm00001d043864	3	8	0
Zm00001d043868	4	2	0
Zm00001d043870	206	114	1
Zm00001d043871	2	1	0
Zm00001d043872	5	8	0
Zm00001d043877	0	1	0
Zm00001d043878	50	55	0
Zm00001d043879	18	7	1
Zm00001d043880	1465	1176	45
Zm00001d043881	31	1	1
Zm00001d043890	22	5	1
Zm00001d043895	100	97	3
Zm00001d043896	0	36	0
Zm00001d043898	0	3	0
Zm00001d043900	617	441	5
Zm00001d043902	12	16	2
Zm00001d043903	48	29	0
Zm00001d043904	9	21	0
Zm00001d043905	142	192	4
Zm00001d043906	27	46	3
Zm00001d043907	122	139	2
Zm00001d043909	96	108	1
Zm00001d043911	76	26	0
Zm00001d043912	21	2	1
Zm00001d043914	0	1	0
Zm00001d043915	40	15	1
Zm00001d043922	156	92	0
Zm00001d043923	14	8	0
Zm00001d043925	0	1	0
Zm00001d043927	16	13	0
Zm00001d043929	5	5	0
Zm00001d043932	5	2	0
Zm00001d043935	2	0	0
Zm00001d043941	17	9	0
Zm00001d043942	181	150	5
Zm00001d043943	41	221	2
Zm00001d043944	10	4	0
Zm00001d043945	1	1	0
Zm00001d043947	0	1	0
Zm00001d043948	148	111	1
Zm00001d043950	23	11	0
Zm00001d043970	382	393	5
Zm00001d043971	2778	2875	114
Zm00001d043972	579	365	11
Zm00001d043974	93	161	4
Zm00001d043975	2	1	0
Zm00001d043981	15	7	0
Zm00001d043982	774	168	18
Zm00001d043984	24	46	1
Zm00001d043986	18	64	0
Zm00001d043988	30	106	2
Zm00001d043989	39	31	0
Zm00001d043991	877	726	4
Zm00001d043992	83	86	1
Zm00001d043993	3	1	0
Zm00001d043997	399	140	3
Zm00001d043998	8768	7056	83
Zm00001d044004	0	1	0
Zm00001d044005	4	0	0
Zm00001d044008	27	1	0
Zm00001d044016	604	1624	35
Zm00001d044017	19	2	0
Zm00001d044018	14	3	0
Zm00001d044019	52	60	1
Zm00001d044020	0	3	0
Zm00001d044022	0	3	0
Zm00001d044023	121	64	2
Zm00001d044024	62	65	0
Zm00001d044026	152	142	5
Zm00001d044027	0	1	0
Zm00001d044033	45	16	1
Zm00001d044035	470	493	11
Zm00001d044036	111	30	2
Zm00001d044037	16	0	0
Zm00001d044038	23	9	0
Zm00001d044040	36	2	0
Zm00001d044042	80	23	1
Zm00001d044043	406	416	10
Zm00001d044045	96	12	0
Zm00001d044048	158	1031	17
Zm00001d044054	480	599	14
Zm00001d044056	490	452	7
Zm00001d044059	4	5	0
Zm00001d044060	23	62	0
Zm00001d044061	23	38	3
Zm00001d044065	3	5	0
Zm00001d044068	95	55	4
Zm00001d044071	0	4	0
Zm00001d044074	32	0	0
Zm00001d044076	15	5	0
Zm00001d044078	15	10	0
Zm00001d044079	0	1	0
Zm00001d044083	0	7	1
Zm00001d044086	5	5	0
Zm00001d044087	1	0	0
Zm00001d044091	12	8	0
Zm00001d044092	173	0	0
Zm00001d044093	7	2	0
Zm00001d044095	69	3	0
Zm00001d044096	13329	6937	3063
Zm00001d044099	46404	36339	1641
Zm00001d044100	2	2	0
Zm00001d044101	351	235	3
Zm00001d044102	203	175	4
Zm00001d044103	11	20	1
Zm00001d044104	49	77	2
Zm00001d044105	1	2	0
Zm00001d044106	134	116	0
Zm00001d044109	43	49	0
Zm00001d044111	3	3	0
Zm00001d044116	6	1	0
Zm00001d044119	4	0	0
Zm00001d044120	0	1	0
Zm00001d044121	39	17	0
