gid	n_B73	n_Mo17	n_ambiguous
Zm00001d044124	1	0	0
Zm00001d044127	87	45	2
Zm00001d044129	11	2	0
Zm00001d044130	2039	2653	249
Zm00001d044131	0	1	0
Zm00001d044133	268	189	0
Zm00001d044134	50	63	0
Zm00001d044136	4	7	0
Zm00001d044138	630	493	17
Zm00001d044139	30	38	0
Zm00001d044144	550	495	4
Zm00001d044146	306	146	1
Zm00001d044153	9	4	0
Zm00001d044156	661	617	18
Zm00001d044157	4	5	0
Zm00001d044159	309	103	3
Zm00001d044164	24	26	1
Zm00001d044167	18	3	0
Zm00001d044169	0	13	1
Zm00001d044170	306	298	4
Zm00001d044171	12	6	0
Zm00001d044172	518	789	23
Zm00001d044175	420	213	5
Zm00001d044176	0	7	0
Zm00001d044179	90	117	2
Zm00001d044181	7	4	0
Zm00001d044183	11	0	0
Zm00001d044184	52	29	0
Zm00001d044185	230	34	1
Zm00001d044186	627	1	0
Zm00001d044187	1	2	0
Zm00001d044188	129	127	3
Zm00001d044189	266	142	7
Zm00001d044191	30	18	1
Zm00001d044192	3	2	0
Zm00001d044193	20	15	0
Zm00001d044195	818	570	21
Zm00001d044197	17	6	0
Zm00001d044201	19	17	1
Zm00001d044202	12	3	0
Zm00001d044203	108	83	0
Zm00001d044204	7	15	0
Zm00001d044211	1331	1752	36
Zm00001d044212	95	41	1
Zm00001d044213	3	4	0
Zm00001d044216	17	22	0
Zm00001d044220	0	1	0
Zm00001d044221	0	1	0
Zm00001d044222	5	1	0
Zm00001d044227	3	6	0
Zm00001d044228	1	2	0
Zm00001d044231	13	16	0
Zm00001d044232	783	406	8
Zm00001d044235	225	227	8
Zm00001d044240	1	0	0
Zm00001d044242	110	63	2
Zm00001d044243	46	39	0
Zm00001d044244	6	10	0
Zm00001d044246	35	27	1
Zm00001d044250	53	26	0
Zm00001d044251	105	57	2
Zm00001d044253	46	16	0
Zm00001d044254	7	1	0
Zm00001d044255	15	6	0
Zm00001d044259	1	0	0
Zm00001d044260	59	51	1
Zm00001d044261	103	94	0
Zm00001d044262	0	1	0
Zm00001d044266	281	276	6
Zm00001d044267	153	173	3
Zm00001d044271	9	7	0
Zm00001d044272	3	0	0
Zm00001d044273	167	137	7
Zm00001d044274	55	40	1
Zm00001d044277	6	10	1
Zm00001d044278	10	4	0
Zm00001d044281	49	31	3
Zm00001d044283	72	61	0
Zm00001d044284	5	0	0
Zm00001d044285	20	31	0
Zm00001d044287	1151	857	17
Zm00001d044288	155	169	5
Zm00001d044289	593	157	5
Zm00001d044290	40	81	0
Zm00001d044291	107	58	0
Zm00001d044297	153	156	4
Zm00001d044300	37	42	4
Zm00001d044301	117	101	2
Zm00001d044302	23	4	0
Zm00001d044303	547	891	29
Zm00001d044304	18	12	0
Zm00001d044307	126	115	2
Zm00001d044308	0	2	0
Zm00001d044310	5463	6354	136
Zm00001d044312	76	85	2
Zm00001d044313	576	563	9
Zm00001d044318	0	8	0
Zm00001d044320	0	2	0
Zm00001d044323	6	15	0
Zm00001d044324	51	25	0
Zm00001d044327	5371	3292	110
Zm00001d044328	76	31	1
Zm00001d044329	15	12	1
Zm00001d044330	123	105	3
Zm00001d044331	1	6	0
Zm00001d044332	137	174	4
Zm00001d044333	13	23	2
Zm00001d044335	360	420	2
Zm00001d044336	1	0	1
Zm00001d044338	307	232	5
Zm00001d044339	106	414	0
Zm00001d044340	3	90	1
Zm00001d044342	0	1	0
Zm00001d044350	0	5	0
Zm00001d044352	2	0	0
Zm00001d044353	3	3	1
Zm00001d044354	0	1	0
Zm00001d044355	1	4	0
Zm00001d044358	26	8	0
Zm00001d044363	14	11	0
Zm00001d044364	263	163	0
Zm00001d044365	28	14	0
Zm00001d044367	38	33	1
Zm00001d044372	1	1	0
Zm00001d044373	1	1	0
Zm00001d044374	700	137	1
Zm00001d044376	1	4	0
Zm00001d044377	0	2	0
Zm00001d044379	137	128	0
Zm00001d044380	3	0	0
Zm00001d044381	4	0	0
Zm00001d044382	152	131	1
Zm00001d044390	3	3	0
Zm00001d044391	86	91	0
Zm00001d044393	15	12	0
Zm00001d044394	277	91	4
Zm00001d044395	650	760	21
Zm00001d044399	244	563	15
Zm00001d044401	3	0	0
Zm00001d044405	216	187	5
Zm00001d044407	1	1	0
Zm00001d044409	446	317	4
Zm00001d044410	1	0	0
Zm00001d044411	4	2	0
Zm00001d044412	90	118	2
Zm00001d044415	84	98	3
Zm00001d044416	7	3	0
Zm00001d044417	17	36	0
Zm00001d044418	28	33	2
Zm00001d044419	0	10	0
Zm00001d044421	0	3	1
Zm00001d044422	5	16	0
Zm00001d044425	4	5	0
Zm00001d044426	1	2	0
Zm00001d044427	28	4	0
Zm00001d044428	13	6	0
Zm00001d044429	58	66	1
Zm00001d044430	3	1	0
Zm00001d044431	15	18	0
Zm00001d044432	143	135	0
Zm00001d044433	38	32	0
Zm00001d044434	82	60	1
Zm00001d044435	6	7	0
Zm00001d044436	1	0	3
Zm00001d044437	5	0	1
Zm00001d044442	1	1	0
Zm00001d044443	211	272	3
Zm00001d044445	276	470	12
Zm00001d044446	3	6	1
Zm00001d044447	42	63	0
Zm00001d044451	47	54	0
Zm00001d044452	9	22	1
Zm00001d044455	1	9	0
Zm00001d044456	0	7	0
Zm00001d044458	2	0	0
Zm00001d044459	118	64	2
Zm00001d044467	7	11	0
Zm00001d044468	292	292	5
Zm00001d044469	27	36	1
Zm00001d044470	180	159	2
Zm00001d044475	42	38	0
Zm00001d044478	233	297	6
Zm00001d044480	278	60	1
Zm00001d044481	90	101	0
Zm00001d044488	3	5	0
Zm00001d044489	8	7	0
Zm00001d044490	4	0	0
Zm00001d044494	100	0	2
Zm00001d044495	1395	383	9
Zm00001d044496	152	106	0
Zm00001d044497	154	178	10
Zm00001d044498	178	153	0
Zm00001d044500	55	69	2
Zm00001d044501	61	73	1
Zm00001d044502	2	84	1
Zm00001d044503	256	214	3
Zm00001d044504	8	3	0
Zm00001d044506	459	494	13
Zm00001d044507	0	2	0
Zm00001d044510	334	300	2
Zm00001d044513	104	65	1
Zm00001d044514	239	302	2
Zm00001d044515	15	14	0
Zm00001d044516	1449	734	10
Zm00001d044517	12	4	0
Zm00001d044518	46	35	0
Zm00001d044520	11	9	0
Zm00001d044525	3177	3542	58
Zm00001d044526	6	5	0
Zm00001d044527	60	65	1
Zm00001d044528	214	156	2
Zm00001d044529	486	116	3
Zm00001d044533	5304	2706	48
Zm00001d044534	7	46	0
Zm00001d044537	1	0	0
Zm00001d044540	1	0	0
Zm00001d044541	21	32	1
Zm00001d044542	33	12	0
Zm00001d044546	23	2	0
Zm00001d044547	4	4	0
Zm00001d044548	35	54	0
Zm00001d044549	41	2	1
Zm00001d044551	176	107	0
Zm00001d044552	157	81	1
Zm00001d044553	486	39	4
Zm00001d044554	25	3	0
Zm00001d044555	97	64	0
Zm00001d044564	7	0	0
Zm00001d044569	0	3	1
Zm00001d044572	1	0	0
Zm00001d044573	9	7	0
Zm00001d044575	129	120	0
Zm00001d044578	37	23	0
Zm00001d044579	0	2	0
Zm00001d044594	2	0	0
Zm00001d044596	2	0	0
Zm00001d044597	46	13	1
Zm00001d044599	2401	2744	67
Zm00001d044601	298	321	7
Zm00001d044602	48	40	0
Zm00001d044604	426	171	5
Zm00001d044605	3	4	0
Zm00001d044606	651	432	12
Zm00001d044607	8	3	0
Zm00001d044608	0	1	0
Zm00001d044614	222	94	2
Zm00001d044615	16	13	0
Zm00001d044618	5	10	0
Zm00001d044619	8	24	1
Zm00001d044620	1	3	0
Zm00001d044621	17	19	1
Zm00001d044622	21	21	0
Zm00001d044624	1	0	0
Zm00001d044628	2	17	0
Zm00001d044630	3	2	0
Zm00001d044632	5	10	1
Zm00001d044634	1	0	0
Zm00001d044635	0	1	0
Zm00001d044639	33	1	0
Zm00001d044640	3	0	0
Zm00001d044641	22	41	1
Zm00001d044642	118	27	1
Zm00001d044643	0	1	0
Zm00001d044644	67	17	2
Zm00001d044646	449	510	9
Zm00001d044647	39	33	2
Zm00001d044648	754	1002	30
Zm00001d044649	87	61	3
Zm00001d044652	0	1	0
Zm00001d044653	52	55	0
Zm00001d044656	0	1	0
Zm00001d044657	45	60	2
Zm00001d044659	11	8	0
Zm00001d044662	1	0	0
Zm00001d044665	1	2	0
Zm00001d044667	36	32	0
Zm00001d044669	1	6	0
Zm00001d044670	27	44	4
Zm00001d044671	71	40	3
Zm00001d044672	2	0	1
Zm00001d044673	192	94	0
Zm00001d044674	60	22	2
Zm00001d044677	43	13	1
Zm00001d044683	67	79	0
Zm00001d044685	629	433	7
Zm00001d044686	215	100	2
Zm00001d044688	0	1	0
Zm00001d044689	34	14	0
Zm00001d044691	65	15	0
Zm00001d044692	88	99	0
Zm00001d044693	105	127	0
Zm00001d044694	280	305	1
Zm00001d044695	7	7	0
Zm00001d044701	2	5	0
Zm00001d044702	0	1	0
Zm00001d044704	2	3	0
Zm00001d044705	0	2	0
Zm00001d044717	299	317	0
Zm00001d044723	316	239	8
Zm00001d044724	5	3	0
Zm00001d044726	22	26	0
Zm00001d044730	466	513	3
Zm00001d044733	1	50	1
Zm00001d044734	0	1	0
Zm00001d044738	0	1	1
Zm00001d044740	64	0	0
Zm00001d044744	3	2	0
Zm00001d044745	1529	1295	39
Zm00001d044747	1	1	0
Zm00001d044748	4	23	0
Zm00001d044752	5	2	0
Zm00001d044754	8	3	0
Zm00001d044757	156	250	4
Zm00001d044759	3	2	0
Zm00001d044762	6	14	0
Zm00001d044765	2110	3623	32
Zm00001d044766	9	7	1
Zm00001d044768	1796	422	19
Zm00001d044769	3	30	1
Zm00001d044771	3	2	0
Zm00001d044773	22	16	0
Zm00001d044774	230	261	8
Zm00001d044775	0	5	0
Zm00001d044780	0	7	0
Zm00001d044785	1313	1160	21
Zm00001d044788	14	0	0
Zm00001d044802	2	0	0
Zm00001d044806	1	2	0
Zm00001d044812	4	3	0
Zm00001d044813	118	147	4
Zm00001d044814	138	218	1
Zm00001d044815	9	18	1
Zm00001d044819	23	3	0
Zm00001d044821	7	2	0
Zm00001d044825	3	1	0
Zm00001d044826	55	60	5
Zm00001d044828	4	3	0
Zm00001d044831	218	240	6
Zm00001d044832	1	1	0
Zm00001d044836	5	8	1
Zm00001d044838	530	305	3
Zm00001d044849	7	1	0
Zm00001d044850	0	1	0
Zm00001d044857	27	33	2
Zm00001d044860	95	21	0
Zm00001d044861	71	1	0
Zm00001d044864	2	2	0
Zm00001d044866	38	46	0
Zm00001d044869	1	0	0
Zm00001d044874	0	5	0
Zm00001d044875	4	0	0
Zm00001d044877	96	12	1
Zm00001d044878	54	44	1
Zm00001d044880	24	11	0
Zm00001d044895	2	0	0
Zm00001d044898	21	23	0
Zm00001d044902	145	63	3
Zm00001d044903	2197	2194	44
Zm00001d044906	3	3	0
Zm00001d044907	9	19	0
Zm00001d044908	5	2	0
Zm00001d044915	28	2	0
Zm00001d044916	199	157	2
Zm00001d044917	130	241	3
Zm00001d044920	229	173	9
Zm00001d044921	156	159	2
Zm00001d044922	38	9	1
Zm00001d044923	3	2	0
Zm00001d044925	6060	7190	40
Zm00001d044929	282	305	10
Zm00001d044930	1	0	0
Zm00001d044931	90	87	1
Zm00001d044934	0	2	0
Zm00001d044939	88	83	1
Zm00001d044940	31	19	0
Zm00001d044944	2	1	0
Zm00001d044945	29	17	0
Zm00001d044951	263	442	8
Zm00001d044953	1	0	0
Zm00001d044954	0	1	0
Zm00001d044955	0	0	1
Zm00001d044961	40	36	1
Zm00001d044966	1	0	0
Zm00001d044970	2990	2355	20
Zm00001d044971	350	724	13
Zm00001d044972	5	2	0
Zm00001d044975	0	1	0
Zm00001d044976	1	0	0
Zm00001d044979	0	1	0
Zm00001d044982	4	1	0
Zm00001d044983	1	0	0
Zm00001d044985	253	169	1
Zm00001d044986	1	6	0
Zm00001d044987	40	23	1
Zm00001d044994	0	2	0
Zm00001d044995	6	4	0
Zm00001d044998	0	1	0
Zm00001d045002	5	32	1
Zm00001d045004	1	0	0
Zm00001d045014	46	40	2
Zm00001d045015	6	4	0
Zm00001d045017	226	288	1
Zm00001d045018	0	1	0
Zm00001d045021	52	30	0
Zm00001d045024	0	3	0
Zm00001d045027	213	180	0
Zm00001d045028	70	46	1
Zm00001d045029	203	260	9
Zm00001d045030	4	9	0
Zm00001d045031	3	1	0
Zm00001d045036	246	328	6
Zm00001d045041	243	281	3
Zm00001d045042	35	28	0
Zm00001d045044	69	138	9
Zm00001d045045	2	0	0
Zm00001d045046	93	63	1
Zm00001d045047	56	0	0
Zm00001d045049	151	146	1
Zm00001d045050	685	581	6
Zm00001d045051	4	2	0
Zm00001d045053	23	27	1
Zm00001d045054	44	8	0
Zm00001d045055	1	3	0
Zm00001d045063	9	0	0
Zm00001d045064	1	0	0
Zm00001d045069	23	45	0
Zm00001d045072	398	380	0
Zm00001d045074	52	46	0
Zm00001d045075	100	81	2
Zm00001d045076	667	276	7
Zm00001d045080	18	24	1
Zm00001d045082	0	1	0
Zm00001d045084	54	64	0
Zm00001d045092	0	9	0
Zm00001d045094	8	6	0
Zm00001d045096	68	119	6
Zm00001d045097	24	24	0
Zm00001d045098	1	15	0
Zm00001d045102	41	83	2
Zm00001d045104	317	316	3
Zm00001d045108	74	69	0
Zm00001d045111	22	21	0
Zm00001d045112	0	1	0
Zm00001d045113	73	346	1
Zm00001d045118	1	2	0
Zm00001d045119	2	1	0
Zm00001d045122	2	0	0
Zm00001d045124	28	15	1
Zm00001d045125	428	235	6
Zm00001d045127	29	9	1
Zm00001d045128	144	116	7
Zm00001d045133	204	1	0
Zm00001d045134	1	3	0
Zm00001d045136	87	84	2
Zm00001d045138	229	82	2
Zm00001d045139	33	16	1
Zm00001d045141	5	0	0
Zm00001d045144	326	422	10
Zm00001d045145	63	238	11
Zm00001d045147	13	16	0
Zm00001d045152	25	13	0
Zm00001d045153	127	109	0
Zm00001d045154	519	376	6
Zm00001d045155	184	178	1
Zm00001d045158	1	2	0
Zm00001d045159	147	13	1
Zm00001d045160	237	507	3
Zm00001d045169	26	12	0
Zm00001d045171	19	12	0
Zm00001d045172	0	2	2
Zm00001d045174	30	16	0
Zm00001d045176	291	225	1
Zm00001d045179	6	3	0
Zm00001d045180	79	50	1
Zm00001d045181	77	64	2
Zm00001d045182	74	70	2
Zm00001d045183	212	215	5
Zm00001d045188	82	211	3
Zm00001d045190	475	45	2
Zm00001d045191	35	56	0
Zm00001d045192	8	24	2
Zm00001d045193	45	29	0
Zm00001d045194	78	46	0
Zm00001d045195	100	84	1
Zm00001d045199	413	307	0
Zm00001d045201	1	0	0
Zm00001d045202	181	103	3
Zm00001d045203	2	1	0
Zm00001d045204	26	13	0
Zm00001d045205	203	443	1
Zm00001d045206	27	8	0
Zm00001d045207	1	0	0
Zm00001d045208	30	12	0
Zm00001d045209	0	1	0
Zm00001d045210	14	7	0
Zm00001d045212	1	1	0
Zm00001d045216	73	137	1
Zm00001d045217	46	40	1
Zm00001d045218	0	2	0
Zm00001d045220	226	65	2
Zm00001d045230	10	13	0
Zm00001d045231	1	0	0
Zm00001d045232	1	4	0
Zm00001d045233	127	107	1
Zm00001d045261	2133	1382	25
Zm00001d045264	0	1	0
Zm00001d045268	10	2	0
Zm00001d045269	19	24	1
Zm00001d045272	2	0	0
Zm00001d045274	2	0	0
Zm00001d045282	2	1	1
Zm00001d045294	444	152	2
Zm00001d045295	4	31	1
Zm00001d045296	230	184	13
Zm00001d045297	22	12	0
Zm00001d045298	268	199	6
Zm00001d045304	22	33	2
Zm00001d045305	545	359	9
Zm00001d045309	33	27	1
Zm00001d045311	37	19	2
Zm00001d045312	350	299	2
Zm00001d045313	45	20	0
Zm00001d045314	256	255	3
Zm00001d045315	259	182	1
Zm00001d045316	1	1	0
Zm00001d045318	20	2	0
Zm00001d045319	10	4	0
Zm00001d045320	116	5	0
Zm00001d045323	1	2	0
Zm00001d045324	74	60	3
Zm00001d045326	871	642	18
Zm00001d045327	819	549	9
Zm00001d045334	43	0	0
Zm00001d045335	18	10	0
Zm00001d045336	94	74	4
Zm00001d045338	3	14	0
Zm00001d045339	40	48	0
Zm00001d045340	9	8	0
Zm00001d045342	1	0	0
Zm00001d045352	32	37	0
Zm00001d045353	10	3	0
Zm00001d045354	93	87	5
Zm00001d045355	0	1	0
Zm00001d045356	1	0	0
Zm00001d045357	3	0	0
Zm00001d045358	45	40	0
Zm00001d045359	20	10	0
Zm00001d045361	3	0	0
Zm00001d045366	2666	2166	53
Zm00001d045370	15	28	0
Zm00001d045373	484	422	0
Zm00001d045389	13	16	0
Zm00001d045391	7	0	0
Zm00001d045392	1	1	0
Zm00001d045393	75	91	3
Zm00001d045394	290	283	10
Zm00001d045395	102	165	8
Zm00001d045396	21	13	0
Zm00001d045397	189	173	9
Zm00001d045398	12	5	0
Zm00001d045402	3	0	0
Zm00001d045403	221	157	4
Zm00001d045404	332	291	7
Zm00001d045405	41	14	0
Zm00001d045417	20	29	0
Zm00001d045423	6	1	0
Zm00001d045425	33	16	0
Zm00001d045430	128	101	1
Zm00001d045431	8093	8104	107
Zm00001d045432	298	23	1
Zm00001d045433	12	2	0
Zm00001d045434	91	32	0
Zm00001d045435	466	447	2
Zm00001d045436	272	118	3
Zm00001d045445	1	1	0
Zm00001d045447	13	7	0
Zm00001d045448	115	122	8
Zm00001d045450	23	30	0
Zm00001d045451	8490	9501	114
Zm00001d045455	41	30	139
Zm00001d045457	0	1	0
Zm00001d045458	1	0	0
Zm00001d045459	10	5	0
Zm00001d045460	1	0	0
Zm00001d045466	3	0	0
Zm00001d045468	0	1	0
Zm00001d045470	990	1062	9
Zm00001d045472	128	176	4
Zm00001d045475	345	704	17
Zm00001d045476	9	12	1
Zm00001d045477	44	40	2
Zm00001d045478	147	129	3
Zm00001d045479	1	2	0
Zm00001d045488	3	1	0
Zm00001d045490	10	9	0
Zm00001d045491	37	46	1
Zm00001d045492	14	12	0
Zm00001d045493	44	12	1
Zm00001d045494	27	9	0
Zm00001d045495	52	80	0
Zm00001d045496	0	4	0
Zm00001d045497	153	156	1
Zm00001d045498	1	3	0
Zm00001d045499	4	2	1
Zm00001d045500	6	5	0
Zm00001d045501	1	0	1
Zm00001d045505	5	3	0
Zm00001d045509	159	128	1
Zm00001d045512	3	0	0
Zm00001d045513	184	286	15
Zm00001d045516	111	91	0
Zm00001d045517	14	28	0
Zm00001d045518	4	0	0
Zm00001d045519	7	6	1
Zm00001d045523	11	0	0
Zm00001d045538	139	134	2
Zm00001d045539	484	649	10
Zm00001d045540	4	15	0
Zm00001d045544	113	262	2
Zm00001d045554	4	1	0
Zm00001d045555	116	123	1
Zm00001d045556	290	402	3
Zm00001d045557	8	7	0
Zm00001d045563	63	19	1
Zm00001d045564	1141	1175	25
Zm00001d045565	176	63	0
Zm00001d045566	59	30	1
Zm00001d045567	30	16	0
Zm00001d045570	180	63	0
Zm00001d045573	408	133	64
Zm00001d045574	2901	47	76
Zm00001d045575	5155	3216	16
Zm00001d045576	65	114	0
Zm00001d045577	113	104	1
Zm00001d045578	113	98	1
Zm00001d045579	0	0	1
Zm00001d045580	0	2	0
Zm00001d045581	45	136	3
Zm00001d045582	2	1	0
Zm00001d045583	54	38	0
Zm00001d045589	30	47	0
Zm00001d045590	57	46	1
Zm00001d045597	26	6	0
Zm00001d045598	0	1	0
Zm00001d045603	285	179	3
Zm00001d045604	578	401	12
Zm00001d045605	66	47	0
Zm00001d045606	6	2	0
Zm00001d045607	1	0	0
Zm00001d045610	57	56	1
Zm00001d045611	211	174	5
Zm00001d045615	12	0	0
Zm00001d045617	81	49	2
Zm00001d045618	219	226	7
Zm00001d045621	1226	1186	1
Zm00001d045625	2	5	0
Zm00001d045632	5	3	0
Zm00001d045635	50	61	0
Zm00001d045660	1	33	1
Zm00001d045661	52	57	4
Zm00001d045665	966	874	30
Zm00001d045667	1812	1509	17
Zm00001d045668	27	68	3
Zm00001d045669	39	48	0
Zm00001d045670	5	7	1
Zm00001d045673	189	127	5
Zm00001d045674	3	0	0
Zm00001d045675	3	4	0
Zm00001d045677	0	1	0
Zm00001d045685	0	1	0
Zm00001d045692	140	95	1
Zm00001d045695	318	394	11
Zm00001d045696	996	1071	25
Zm00001d045706	1938	1918	37
Zm00001d045725	0	3	0
Zm00001d045728	7	6	0
Zm00001d045735	1	2	0
Zm00001d045744	29	28	0
Zm00001d045747	3	6	0
Zm00001d045756	65	55	0
Zm00001d045757	1	0	0
Zm00001d045774	0	2	0
Zm00001d045778	1	2	1
Zm00001d045782	4	7	0
Zm00001d045783	61	56	0
Zm00001d045784	1028	1350	17
Zm00001d045785	26	8	0
Zm00001d045793	1	0	0
Zm00001d045800	25	17	1
Zm00001d045804	1	1	0
Zm00001d045808	290	243	4
Zm00001d045812	0	4	0
Zm00001d045816	2	0	1
Zm00001d045817	1	0	0
Zm00001d045819	17	17	0
Zm00001d045825	24	24	0
Zm00001d045826	11	8	0
Zm00001d045834	1	6	0
Zm00001d045835	0	11	0
Zm00001d045836	63	42	2
Zm00001d045837	154	118	3
Zm00001d045838	17	17	0
Zm00001d045839	1	3	0
Zm00001d045843	1	2	0
Zm00001d045844	150	5	0
Zm00001d045845	56	32	1
Zm00001d045858	3	1	0
Zm00001d045864	46	35	1
Zm00001d045870	33	13	0
Zm00001d045872	127	90	2
Zm00001d045873	120	92	4
Zm00001d045876	1	0	0
Zm00001d045877	390	464	3
Zm00001d045885	1268	709	10
Zm00001d045886	6	10	0
Zm00001d045887	50	43	0
Zm00001d045888	1	1	0
Zm00001d045889	76	78	2
Zm00001d045893	644	381	9
Zm00001d045894	1230	739	11
Zm00001d045896	0	7	1
Zm00001d045897	910	728	15
Zm00001d045905	11	2	0
Zm00001d045907	4	1	1
Zm00001d045911	98	116	1
Zm00001d045913	1	0	0
Zm00001d045914	0	2	0
Zm00001d045927	8	6	0
Zm00001d045935	536	1081	22
Zm00001d045938	245	369	6
Zm00001d045942	7	0	1
Zm00001d045943	0	1	0
Zm00001d045944	199	112	1
Zm00001d045945	97	50	0
Zm00001d045946	0	1	0
Zm00001d045948	97	13	2
Zm00001d045950	56	40	1
Zm00001d045951	27	6	0
Zm00001d045953	236	104	1
Zm00001d045954	167	198	2
Zm00001d045956	74	102	3
Zm00001d045957	2	3	0
Zm00001d045958	0	3	1
Zm00001d045965	157	176	3
Zm00001d045967	260	314	1
Zm00001d045970	0	4	4
Zm00001d045972	61	32	6
Zm00001d045973	2	0	0
Zm00001d045974	0	2	0
Zm00001d045975	28	32	0
Zm00001d045984	0	1	0
Zm00001d045993	11	47	1
Zm00001d046001	8	0	0
Zm00001d046004	27	29	0
Zm00001d046033	13	8	0
Zm00001d046039	16	25	0
Zm00001d046048	1	0	0
Zm00001d046060	1	3	0
Zm00001d046069	1	0	0
Zm00001d046097	1	4	0
Zm00001d046112	584	277	7
Zm00001d046117	3	0	0
Zm00001d046118	6	5	0
Zm00001d046120	123	65	0
Zm00001d046121	0	7	0
Zm00001d046127	1	0	0
Zm00001d046132	1	2	0
Zm00001d046135	297	273	1
Zm00001d046142	2	0	0
Zm00001d046145	166	272	6
Zm00001d046147	1	0	0
Zm00001d046149	4	0	0
Zm00001d046153	9	5	1
Zm00001d046155	7	13	0
Zm00001d046156	3	9	0
Zm00001d046157	47	34	0
Zm00001d046166	18	14	0
Zm00001d046168	14	8	0
Zm00001d046170	37634	32721	915
Zm00001d046174	1	0	0
Zm00001d046178	1	4	0
Zm00001d046181	0	5	0
Zm00001d046182	41	18	2
Zm00001d046183	6	1	0
Zm00001d046184	171	283	14
Zm00001d046190	96	92	1
Zm00001d046192	0	1	0
Zm00001d046194	10	2	0
Zm00001d046200	82	2	0
Zm00001d046202	1	144	0
Zm00001d046207	181	54	4
Zm00001d046210	1907	680	26
Zm00001d046218	17	9	0
Zm00001d046221	133	102	0
Zm00001d046223	2	26	0
Zm00001d046236	5	1	0
Zm00001d046238	2	2	0
Zm00001d046242	29	42	2
Zm00001d046243	1	0	0
Zm00001d046246	2	5	0
Zm00001d046255	190	131	2
Zm00001d046322	9	17	1
Zm00001d046323	66	56	2
Zm00001d046330	2	0	0
Zm00001d046332	3	9	0
Zm00001d046334	705	301	4
Zm00001d046336	217	173	0
Zm00001d046342	0	1	0
Zm00001d046344	0	1	0
Zm00001d046357	71	54	1
Zm00001d046366	26	25	0
Zm00001d046370	1	0	0
Zm00001d046374	0	8	0
Zm00001d046377	0	1	0
Zm00001d046381	26	4	0
Zm00001d046383	12	12	0
Zm00001d046385	672	597	8
Zm00001d046388	7	0	0
Zm00001d046395	0	0	1
Zm00001d046396	16	19	0
Zm00001d046397	141	7	0
Zm00001d046399	153	101	2
Zm00001d046400	157	138	2
Zm00001d046402	39	23	4
Zm00001d046405	98	78	0
Zm00001d046416	1	7	0
Zm00001d046420	118	205	1
Zm00001d046421	4	1	0
Zm00001d046438	20	15	0
Zm00001d046440	771	635	14
Zm00001d046441	69	20	4
Zm00001d046442	718	574	6
Zm00001d046444	13	8	0
Zm00001d046445	226	222	1
Zm00001d046449	216	195	3
Zm00001d046450	22	30	0
Zm00001d046454	220	101	2
Zm00001d046456	5	5	0
Zm00001d046460	158	161	1
Zm00001d046467	124	104	2
Zm00001d046468	3	1	0
Zm00001d046471	16	20	0
Zm00001d046472	706	366	6
Zm00001d046474	115	89	6
Zm00001d046476	26	0	1
Zm00001d046479	0	4	0
Zm00001d046485	0	2	0
Zm00001d046487	1	0	0
Zm00001d046488	4	29	0
Zm00001d046492	4500	3213	95
Zm00001d046499	11	9	0
Zm00001d046500	23	16	0
Zm00001d046506	405	531	3
Zm00001d046508	146	14	0
Zm00001d046509	2	0	0
Zm00001d046510	272	278	3
Zm00001d046513	248	264	6
Zm00001d046519	1	0	0
Zm00001d046521	7	1	0
Zm00001d046527	0	3	0
Zm00001d046529	1	0	0
Zm00001d046530	7500	5420	203
Zm00001d046531	177	89	0
Zm00001d046533	238	219	2
Zm00001d046534	94	61	3
Zm00001d046535	77	11	1
Zm00001d046537	3	2	0
Zm00001d046538	7	22	0
Zm00001d046552	81	37	0
Zm00001d046558	2	0	0
Zm00001d046560	1	0	0
Zm00001d046561	3	10	0
Zm00001d046564	134	93	0
Zm00001d046569	9	12	0
Zm00001d046579	2	2	0
Zm00001d046583	5	0	2
Zm00001d046586	3	2	0
Zm00001d046591	15	14	0
Zm00001d046592	62	68	1
Zm00001d046595	239	301	2
Zm00001d046613	43	19	0
Zm00001d046614	1	0	0
Zm00001d046616	81	135	3
Zm00001d046621	20	31	1
Zm00001d046624	396	321	6
Zm00001d046625	27	23	1
Zm00001d046626	6	0	0
Zm00001d046628	2419	2116	73
Zm00001d046629	289	227	3
Zm00001d046630	383	436	5
Zm00001d046632	39	7	0
Zm00001d046642	1	0	0
Zm00001d046644	2	2	0
Zm00001d046645	3	0	0
Zm00001d046654	4	5	0
Zm00001d046672	24	12	0
Zm00001d046676	270	63	1
Zm00001d046679	53	97	0
Zm00001d046680	0	1	0
Zm00001d046681	32	85	2
Zm00001d046683	26	24	1
Zm00001d046687	0	1	0
Zm00001d046688	570	346	5
Zm00001d046690	2	6	1
Zm00001d046691	14	8	0
Zm00001d046693	0	1	0
Zm00001d046695	2	0	0
Zm00001d046697	44	28	1
Zm00001d046700	120	61	4
Zm00001d046704	0	7	0
Zm00001d046705	0	10	0
Zm00001d046706	1	43	0
Zm00001d046714	44	89	0
Zm00001d046716	89	63	0
Zm00001d046717	140	93	1
Zm00001d046718	67	60	3
Zm00001d046719	92	73	2
Zm00001d046722	0	1	0
Zm00001d046728	1	0	0
Zm00001d046729	7	6	1
Zm00001d046739	28	0	0
Zm00001d046740	63	68	1
Zm00001d046742	196	197	6
Zm00001d046743	42	36	2
Zm00001d046745	6	5	0
Zm00001d046746	58	70	4
Zm00001d046748	649	417	7
